R,Method,Constraint,rel_risk,n
0.3,RandForest,no,1.7936284102095075,400
0.5,"StochOptForest
(apx-soln)",yes,1.2643255016467414,400
0.5,"StochOptForest
(apx-soln)",yes,1.265708410427265,400
0.5,"StochOptForest
(apx-soln)",yes,1.4052223796413434,400
0.5,"StochOptForest
(apx-soln)",yes,2.287845336319796,400
0.5,"StochOptForest
(apx-soln)",yes,1.405118654699268,400
0.5,"StochOptForest
(apx-soln)",yes,1.323244627803082,400
0.5,"StochOptForest
(apx-soln)",yes,1.2631769567720017,400
0.5,"StochOptForest
(apx-soln)",yes,1.437667492200771,400
0.5,"StochOptForest
(apx-soln)",yes,1.7123182802132095,400
0.5,"StochOptForest
(apx-soln)",yes,1.6917404363275799,400
0.5,"StochOptForest
(apx-soln)",yes,1.4335423411858357,400
0.5,"StochOptForest
(apx-soln)",yes,1.169712731549494,400
0.5,"StochOptForest
(apx-soln)",yes,1.2570787483697474,400
0.5,"StochOptForest
(apx-soln)",yes,1.264539108893295,400
0.5,"StochOptForest
(apx-soln)",yes,1.2101923679518325,400
0.5,"StochOptForest
(apx-soln)",yes,1.3544135554127215,400
0.5,"StochOptForest
(apx-soln)",yes,1.3014475038992717,400
0.5,"StochOptForest
(apx-soln)",yes,1.361435781324266,400
0.5,"StochOptForest
(apx-soln)",yes,1.509059040792759,400
0.5,"StochOptForest
(apx-soln)",yes,1.6074807814894507,400
0.5,"StochOptForest
(apx-soln)",yes,1.2685381295066407,400
0.5,"StochOptForest
(apx-soln)",yes,1.2457646224960386,400
0.5,"StochOptForest
(apx-soln)",yes,1.2726566398733081,400
0.5,"StochOptForest
(apx-soln)",yes,1.282143329417681,400
0.5,"StochOptForest
(apx-soln)",yes,1.3781706077448748,400
0.5,"StochOptForest
(apx-soln)",yes,1.365290115888645,400
0.5,"StochOptForest
(apx-soln)",yes,1.3563604260704056,400
0.5,"StochOptForest
(apx-soln)",yes,1.5512157390605281,400
0.5,"StochOptForest
(apx-soln)",yes,1.5101766144730178,400
0.5,"StochOptForest
(apx-soln)",yes,1.5139520485100177,400
0.5,"StochOptForest
(apx-soln)",yes,1.515930188258701,400
0.5,"StochOptForest
(apx-soln)",yes,1.2659612725494331,400
0.5,"StochOptForest
(apx-soln)",yes,1.7590566899458877,400
0.5,"StochOptForest
(apx-soln)",yes,1.4503773801256679,400
0.5,"StochOptForest
(apx-soln)",yes,1.5205935926649832,400
0.5,"StochOptForest
(apx-soln)",yes,1.4579246448914969,400
0.5,"StochOptForest
(apx-soln)",yes,1.6812378545966324,400
0.5,"StochOptForest
(apx-soln)",yes,1.9261772490148579,400
0.5,"StochOptForest
(apx-soln)",yes,1.3337656184231101,400
0.5,"StochOptForest
(apx-soln)",yes,1.4688876734935272,400
0.5,"StochOptForest
(apx-soln)",yes,1.331564702273239,400
0.5,"StochOptForest
(apx-soln)",yes,1.6141431205289327,400
0.5,"StochOptForest
(apx-soln)",yes,1.6069538418880394,400
0.5,"StochOptForest
(apx-soln)",yes,1.3373659690353878,400
0.5,"StochOptForest
(apx-soln)",yes,1.436512893820942,400
0.5,"StochOptForest
(apx-soln)",yes,1.3344339201983804,400
0.5,"StochOptForest
(apx-soln)",yes,1.4120023847040546,400
0.5,"StochOptForest
(apx-soln)",yes,1.3745131863128008,400
0.5,"StochOptForest
(apx-soln)",yes,1.2118468853640116,400
0.5,"StochOptForest
(apx-soln)",yes,1.31227184710797,400
0.5,"StochOptForest
(apx-soln)",no,2.3500933385595757,400
0.5,"StochOptForest
(apx-soln)",no,2.3518553393954282,400
0.5,"StochOptForest
(apx-soln)",no,2.4663699673190425,400
0.5,"StochOptForest
(apx-soln)",no,1.6368332942529527,400
0.5,"StochOptForest
(apx-soln)",no,1.7570549657083812,400
0.5,"StochOptForest
(apx-soln)",no,2.060380430202399,400
0.5,"StochOptForest
(apx-soln)",no,1.7789971907785733,400
0.5,"StochOptForest
(apx-soln)",no,2.110919267110616,400
0.5,"StochOptForest
(apx-soln)",no,3.4019766562081286,400
0.5,"StochOptForest
(apx-soln)",no,2.7151471628100934,400
0.5,"StochOptForest
(apx-soln)",no,1.519454252838658,400
0.5,"StochOptForest
(apx-soln)",no,2.3931894716832147,400
0.5,"StochOptForest
(apx-soln)",no,1.9931773252900513,400
0.5,"StochOptForest
(apx-soln)",no,2.671493501544875,400
0.5,"StochOptForest
(apx-soln)",no,2.2980382084761524,400
0.5,"StochOptForest
(apx-soln)",no,2.4169444946797642,400
0.5,"StochOptForest
(apx-soln)",no,2.334370018944326,400
0.5,"StochOptForest
(apx-soln)",no,2.6569055983352254,400
0.5,"StochOptForest
(apx-soln)",no,2.9374839749713164,400
0.5,"StochOptForest
(apx-soln)",no,1.8045566523178107,400
0.5,"StochOptForest
(apx-soln)",no,1.9891866842348824,400
0.5,"StochOptForest
(apx-soln)",no,2.326171590949614,400
0.5,"StochOptForest
(apx-soln)",no,2.439147761768508,400
0.5,"StochOptForest
(apx-soln)",no,2.395805267538803,400
0.5,"StochOptForest
(apx-soln)",no,1.8272364456542367,400
0.5,"StochOptForest
(apx-soln)",no,2.031998813200255,400
0.5,"StochOptForest
(apx-soln)",no,3.1921712298839386,400
0.5,"StochOptForest
(apx-soln)",no,3.33751063971989,400
0.5,"StochOptForest
(apx-soln)",no,2.5228270212754835,400
0.5,"StochOptForest
(apx-soln)",no,2.609433137400606,400
0.5,"StochOptForest
(apx-soln)",no,2.045130794816754,400
0.5,"StochOptForest
(apx-soln)",no,2.319421097154645,400
0.5,"StochOptForest
(apx-soln)",no,3.0883140754516303,400
0.5,"StochOptForest
(apx-soln)",no,2.4539095190163462,400
0.5,"StochOptForest
(apx-soln)",no,2.6758500043756577,400
0.5,"StochOptForest
(apx-soln)",no,3.0581912278310104,400
0.5,"StochOptForest
(apx-soln)",no,2.6298473324562193,400
0.5,"StochOptForest
(apx-soln)",no,2.692598048088188,400
0.5,"StochOptForest
(apx-soln)",no,2.5031978783019535,400
0.5,"StochOptForest
(apx-soln)",no,2.2499682222337363,400
0.5,"StochOptForest
(apx-soln)",no,2.2282164749224673,400
0.5,"StochOptForest
(apx-soln)",no,2.5252099257592104,400
0.5,"StochOptForest
(apx-soln)",no,3.188476939739087,400
0.5,"StochOptForest
(apx-soln)",no,2.031384648535886,400
0.5,"StochOptForest
(apx-soln)",no,2.5692154720488416,400
0.5,"StochOptForest
(apx-soln)",no,1.9993938102305961,400
0.5,"StochOptForest
(apx-soln)",no,2.094378292679835,400
0.5,"StochOptForest
(apx-soln)",no,2.0613035490029485,400
0.5,"StochOptForest
(apx-soln)",no,2.467405326639612,400
0.5,"StochOptForest
(apx-soln)",no,2.2478286515528527,400
0.5,"StochOptForest
(apx-risk)",yes,1.1655519592814483,400
0.5,"StochOptForest
(apx-risk)",yes,1.2733272888306248,400
0.5,"StochOptForest
(apx-risk)",yes,1.4035865246136672,400
0.5,"StochOptForest
(apx-risk)",yes,1.7811328031700517,400
0.5,"StochOptForest
(apx-risk)",yes,1.3499946729887697,400
0.5,"StochOptForest
(apx-risk)",yes,1.2616979356333564,400
0.5,"StochOptForest
(apx-risk)",yes,1.3246187847914397,400
0.5,"StochOptForest
(apx-risk)",yes,1.2711827365372474,400
0.5,"StochOptForest
(apx-risk)",yes,1.4841002855072611,400
0.5,"StochOptForest
(apx-risk)",yes,1.5030623146171795,400
0.5,"StochOptForest
(apx-risk)",yes,1.4239463225412288,400
0.5,"StochOptForest
(apx-risk)",yes,1.105761428389891,400
0.5,"StochOptForest
(apx-risk)",yes,1.516500169365481,400
0.5,"StochOptForest
(apx-risk)",yes,1.219851469956466,400
0.5,"StochOptForest
(apx-risk)",yes,1.2587841691879553,400
0.5,"StochOptForest
(apx-risk)",yes,1.253990739115784,400
0.5,"StochOptForest
(apx-risk)",yes,1.2580369146501311,400
0.5,"StochOptForest
(apx-risk)",yes,1.2781796857882417,400
0.5,"StochOptForest
(apx-risk)",yes,1.3408675235264806,400
0.5,"StochOptForest
(apx-risk)",yes,1.4357940388859558,400
0.5,"StochOptForest
(apx-risk)",yes,1.142644514551364,400
0.5,"StochOptForest
(apx-risk)",yes,1.144380800117257,400
0.5,"StochOptForest
(apx-risk)",yes,1.2551949460623468,400
0.5,"StochOptForest
(apx-risk)",yes,1.1750662595520789,400
0.5,"StochOptForest
(apx-risk)",yes,1.3600340083787406,400
0.5,"StochOptForest
(apx-risk)",yes,1.3588096773814335,400
0.5,"StochOptForest
(apx-risk)",yes,1.2051023634933187,400
0.5,"StochOptForest
(apx-risk)",yes,1.410122278069783,400
0.5,"StochOptForest
(apx-risk)",yes,1.4414584095548242,400
0.5,"StochOptForest
(apx-risk)",yes,1.8126374672921326,400
0.5,"StochOptForest
(apx-risk)",yes,1.2856416305625764,400
0.5,"StochOptForest
(apx-risk)",yes,1.2379220284667203,400
0.5,"StochOptForest
(apx-risk)",yes,1.6135033855214105,400
0.5,"StochOptForest
(apx-risk)",yes,1.3950786090913205,400
0.5,"StochOptForest
(apx-risk)",yes,1.4530283731861877,400
0.5,"StochOptForest
(apx-risk)",yes,1.392689202452505,400
0.5,"StochOptForest
(apx-risk)",yes,1.338822088209459,400
0.5,"StochOptForest
(apx-risk)",yes,1.7929847485996433,400
0.5,"StochOptForest
(apx-risk)",yes,1.342353848032637,400
0.5,"StochOptForest
(apx-risk)",yes,1.4189687701902973,400
0.5,"StochOptForest
(apx-risk)",yes,1.2036283327540023,400
0.5,"StochOptForest
(apx-risk)",yes,1.4114166334854001,400
0.5,"StochOptForest
(apx-risk)",yes,1.5684139730079087,400
0.5,"StochOptForest
(apx-risk)",yes,1.3448582153026734,400
0.5,"StochOptForest
(apx-risk)",yes,1.3703306096624852,400
0.5,"StochOptForest
(apx-risk)",yes,1.3301936725092802,400
0.5,"StochOptForest
(apx-risk)",yes,1.3419642166199905,400
0.5,"StochOptForest
(apx-risk)",yes,1.294014400499945,400
0.5,"StochOptForest
(apx-risk)",yes,1.152391327832185,400
0.5,"StochOptForest
(apx-risk)",yes,1.2422480721069187,400
0.5,"StochOptForest
(apx-risk)",no,1.1712993326161514,400
0.5,"StochOptForest
(apx-risk)",no,1.2634124284963404,400
0.5,"StochOptForest
(apx-risk)",no,1.1729551018598545,400
0.5,"StochOptForest
(apx-risk)",no,1.591545638916876,400
0.5,"StochOptForest
(apx-risk)",no,3.4374280664523815,400
0.5,"StochOptForest
(apx-risk)",no,1.1963794076275849,400
0.5,"StochOptForest
(apx-risk)",no,1.401629976785793,400
0.5,"StochOptForest
(apx-risk)",no,1.1384389141593554,400
0.5,"StochOptForest
(apx-risk)",no,1.328985347991513,400
0.5,"StochOptForest
(apx-risk)",no,1.4135931344834316,400
0.5,"StochOptForest
(apx-risk)",no,1.5674381168108982,400
0.5,"StochOptForest
(apx-risk)",no,1.081100796206547,400
0.5,"StochOptForest
(apx-risk)",no,4.695729172097676,400
0.5,"StochOptForest
(apx-risk)",no,1.2410653649866374,400
0.5,"StochOptForest
(apx-risk)",no,1.1973159476670483,400
0.5,"StochOptForest
(apx-risk)",no,1.1027304689364308,400
0.5,"StochOptForest
(apx-risk)",no,1.2061445517328204,400
0.5,"StochOptForest
(apx-risk)",no,1.2139043920439345,400
0.5,"StochOptForest
(apx-risk)",no,1.1166571362401352,400
0.5,"StochOptForest
(apx-risk)",no,1.3941298539081872,400
0.5,"StochOptForest
(apx-risk)",no,1.1327297559056206,400
0.5,"StochOptForest
(apx-risk)",no,1.1016163113004749,400
0.5,"StochOptForest
(apx-risk)",no,1.1175850319591336,400
0.5,"StochOptForest
(apx-risk)",no,1.12227790128674,400
0.5,"StochOptForest
(apx-risk)",no,1.2615396844220552,400
0.5,"StochOptForest
(apx-risk)",no,1.3178161692992225,400
0.5,"StochOptForest
(apx-risk)",no,1.1913310098314434,400
0.5,"StochOptForest
(apx-risk)",no,1.3151602566187262,400
0.5,"StochOptForest
(apx-risk)",no,1.2820355494466047,400
0.5,"StochOptForest
(apx-risk)",no,2.117013835271313,400
0.5,"StochOptForest
(apx-risk)",no,1.0967090456466455,400
0.5,"StochOptForest
(apx-risk)",no,1.1247959495249398,400
0.5,"StochOptForest
(apx-risk)",no,1.3464271583057734,400
0.5,"StochOptForest
(apx-risk)",no,1.2447240775716966,400
0.5,"StochOptForest
(apx-risk)",no,1.2198283567163122,400
0.5,"StochOptForest
(apx-risk)",no,1.3359141640616254,400
0.5,"StochOptForest
(apx-risk)",no,1.1673157752254468,400
0.5,"StochOptForest
(apx-risk)",no,1.2976208552728246,400
0.5,"StochOptForest
(apx-risk)",no,1.196578739720856,400
0.5,"StochOptForest
(apx-risk)",no,1.116213414288708,400
0.5,"StochOptForest
(apx-risk)",no,1.1983790833218861,400
0.5,"StochOptForest
(apx-risk)",no,1.3340032965045636,400
0.5,"StochOptForest
(apx-risk)",no,1.3563155374749183,400
0.5,"StochOptForest
(apx-risk)",no,1.2532236664735579,400
0.5,"StochOptForest
(apx-risk)",no,1.2277781290752157,400
0.5,"StochOptForest
(apx-risk)",no,1.1543753408709587,400
0.5,"StochOptForest
(apx-risk)",no,1.217756222350699,400
0.5,"StochOptForest
(apx-risk)",no,1.1743007033629826,400
0.5,"StochOptForest
(apx-risk)",no,1.1735256167508286,400
0.5,"StochOptForest
(apx-risk)",no,1.1018240609511243,400
0.5,RandSplitForest,no,2.0869337588348085,400
0.5,RandSplitForest,no,2.044281601719105,400
0.5,RandSplitForest,no,2.2226452788860644,400
0.5,RandSplitForest,no,1.4371734116584445,400
0.5,RandSplitForest,no,1.6516525609742014,400
0.5,RandSplitForest,no,1.8401599780301272,400
0.5,RandSplitForest,no,1.6575514819962194,400
0.5,RandSplitForest,no,1.8566667265129193,400
0.5,RandSplitForest,no,2.73892245708597,400
0.5,RandSplitForest,no,2.382369531414551,400
0.5,RandSplitForest,no,1.5390087266163845,400
0.5,RandSplitForest,no,2.0790710215543555,400
0.5,RandSplitForest,no,1.5840004411089845,400
0.5,RandSplitForest,no,2.22548992444236,400
0.5,RandSplitForest,no,1.910354912244221,400
0.5,RandSplitForest,no,2.075296084917172,400
0.5,RandSplitForest,no,2.01621223850168,400
0.5,RandSplitForest,no,2.2430548175640186,400
0.5,RandSplitForest,no,2.411007545555053,400
0.5,RandSplitForest,no,1.6960100111026275,400
0.5,RandSplitForest,no,1.8668890545657222,400
0.5,RandSplitForest,no,2.048080616177436,400
0.5,RandSplitForest,no,2.0930523622966146,400
0.5,RandSplitForest,no,1.9246239401071927,400
0.5,RandSplitForest,no,1.5043972251761573,400
0.5,RandSplitForest,no,1.8264550380344198,400
0.5,RandSplitForest,no,2.3925469783697673,400
0.5,RandSplitForest,no,2.909496631421682,400
0.5,RandSplitForest,no,2.1952875898593995,400
0.5,RandSplitForest,no,2.310188020880984,400
0.5,RandSplitForest,no,1.7398892018362955,400
0.5,RandSplitForest,no,2.1114387084854718,400
0.5,RandSplitForest,no,2.6505490333679504,400
0.5,RandSplitForest,no,2.094728825850844,400
0.5,RandSplitForest,no,2.255689603390474,400
0.5,RandSplitForest,no,2.6754331742740565,400
0.5,RandSplitForest,no,2.435921944003652,400
0.5,RandSplitForest,no,2.1723606770135175,400
0.5,RandSplitForest,no,2.223938087737053,400
0.5,RandSplitForest,no,1.9023530359599707,400
0.5,RandSplitForest,no,1.8722452737024178,400
0.5,RandSplitForest,no,1.9446122523772391,400
0.5,RandSplitForest,no,2.678150022669632,400
0.5,RandSplitForest,no,1.8615398742217948,400
0.5,RandSplitForest,no,2.1260357414833617,400
0.5,RandSplitForest,no,1.7507770414822086,400
0.5,RandSplitForest,no,1.8097856556077312,400
0.5,RandSplitForest,no,1.802883685925701,400
0.5,RandSplitForest,no,1.9803745311999916,400
0.5,RandSplitForest,no,1.7701187221328885,400
0.5,RandForest,no,1.766517754178831,400
0.5,RandForest,no,2.0000212421159542,400
0.5,RandForest,no,1.529283354958495,400
0.5,RandForest,no,1.4536591427946075,400
0.5,RandForest,no,3.754490708560181,400
0.5,RandForest,no,1.5302052217522517,400
0.5,RandForest,no,1.815861589958045,400
0.5,RandForest,no,1.5224900763003113,400
0.5,RandForest,no,2.015002445385522,400
0.5,RandForest,no,1.9086183073617315,400
0.5,RandForest,no,1.756003013806213,400
0.5,RandForest,no,1.6065509474624682,400
0.5,RandForest,no,1.6981919350856716,400
0.5,RandForest,no,1.7073749905521103,400
0.5,RandForest,no,1.5788664763883808,400
0.5,RandForest,no,1.5755375666885987,400
0.5,RandForest,no,1.5600961240806317,400
0.5,RandForest,no,1.9617918655040965,400
0.5,RandForest,no,1.588270136671031,400
0.5,RandForest,no,1.6785184786030416,400
0.5,RandForest,no,1.3450965597799003,400
0.5,RandForest,no,1.620194173886862,400
0.5,RandForest,no,2.0818304879577005,400
0.5,RandForest,no,100.13711346350964,400
0.5,RandForest,no,4.331997490554314,400
0.5,RandForest,no,1.9334882828805349,400
0.5,RandForest,no,1.8774470941229084,400
0.5,RandForest,no,1.9239283749419578,400
0.5,RandForest,no,1.5732644325568925,400
0.5,RandForest,no,2.0517333781674596,400
0.5,RandForest,no,1.809388490452657,400
0.5,RandForest,no,1.666006529080939,400
0.5,RandForest,no,7.619907061925538,400
0.5,RandForest,no,1.4763552363767491,400
0.5,RandForest,no,2.4229980244523395,400
0.5,RandForest,no,2.223350202404141,400
0.5,RandForest,no,1.993718001371422,400
0.5,RandForest,no,2.8274008324849014,400
0.5,RandForest,no,1.8606460564353429,400
0.5,RandForest,no,3.3971411000720355,400
0.5,RandForest,no,1.704138553206837,400
0.5,RandForest,no,1.57356295021276,400
0.5,RandForest,no,2.021103667364423,400
0.5,RandForest,no,1.6241915326102576,400
0.5,RandForest,no,1.9737741029437224,400
0.5,RandForest,no,1.397216464009662,400
0.5,RandForest,no,1.411076198505655,400
0.5,RandForest,no,1.6319091934635337,400
0.5,RandForest,no,1.746759958162131,400
0.5,RandForest,no,2.038370209247595,400
