n,Method,rel_risk,p
400,"StochOptForest
(apx-soln)",1.0877648075637647,10
400,"StochOptForest
(apx-soln)",1.2403122154976807,10
400,"StochOptForest
(apx-soln)",1.1231479894383878,10
400,"StochOptForest
(apx-soln)",1.125085701082814,10
400,"StochOptForest
(apx-soln)",1.4306780562673993,10
400,"StochOptForest
(apx-soln)",1.2132871603644904,10
400,"StochOptForest
(apx-soln)",1.1690110119941082,10
400,"StochOptForest
(apx-soln)",1.1792593206647617,10
400,"StochOptForest
(apx-soln)",1.205705822614198,10
400,"StochOptForest
(apx-soln)",1.136645274085718,10
400,"StochOptForest
(apx-soln)",1.187448702672011,10
400,"StochOptForest
(apx-soln)",1.1312985832226952,10
400,"StochOptForest
(apx-soln)",1.0907382245118846,10
400,"StochOptForest
(apx-soln)",1.2985736258887113,10
400,"StochOptForest
(apx-soln)",1.274274821442481,10
400,"StochOptForest
(apx-soln)",1.9153020938733003,10
400,"StochOptForest
(apx-soln)",1.1795561470630735,10
400,"StochOptForest
(apx-soln)",1.0675927601555815,10
400,"StochOptForest
(apx-soln)",1.1370795976372592,10
400,"StochOptForest
(apx-soln)",1.2712409638564788,10
400,"StochOptForest
(apx-soln)",1.3154010909567007,10
400,"StochOptForest
(apx-soln)",1.1291366117569568,10
400,"StochOptForest
(apx-soln)",1.527823552258208,10
400,"StochOptForest
(apx-soln)",1.1157869549867174,10
400,"StochOptForest
(apx-soln)",1.2276938984311616,10
400,"StochOptForest
(apx-soln)",1.1285483985782543,10
400,"StochOptForest
(apx-soln)",1.0883972182342665,10
400,"StochOptForest
(apx-soln)",1.2112342634563436,10
400,"StochOptForest
(apx-soln)",1.2108335744026097,10
400,"StochOptForest
(apx-soln)",1.2200130275695356,10
400,"StochOptForest
(apx-soln)",1.1692013694449583,10
400,"StochOptForest
(apx-soln)",2.0037486084178124,10
400,"StochOptForest
(apx-soln)",1.1742352330635106,10
400,"StochOptForest
(apx-soln)",1.1782344351281546,10
400,"StochOptForest
(apx-soln)",1.1616830105784959,10
400,"StochOptForest
(apx-soln)",1.1304603448944877,10
400,"StochOptForest
(apx-soln)",1.7277932074498437,10
400,"StochOptForest
(apx-soln)",1.371820437334216,10
400,"StochOptForest
(apx-soln)",1.2487428237166132,10
400,"StochOptForest
(apx-soln)",1.5104414032913938,10
400,"StochOptForest
(apx-soln)",1.2005488958873325,10
400,"StochOptForest
(apx-soln)",1.683972395084385,10
400,"StochOptForest
(apx-soln)",1.1397405848472681,10
400,"StochOptForest
(apx-soln)",1.16254911470404,10
400,"StochOptForest
(apx-soln)",1.0913051175249768,10
400,"StochOptForest
(apx-soln)",1.0777722045312952,10
400,"StochOptForest
(apx-soln)",1.2503039795312685,10
400,"StochOptForest
(apx-soln)",1.2150126902111822,10
400,"StochOptForest
(apx-soln)",1.1903250972274138,10
400,"StochOptForest
(apx-soln)",1.1561906167424432,10
400,"StochOptForest
(apx-risk)",1.1924335182962453,10
400,"StochOptForest
(apx-risk)",1.2275990848948866,10
400,"StochOptForest
(apx-risk)",1.1557590576927161,10
400,"StochOptForest
(apx-risk)",1.1803340013890047,10
400,"StochOptForest
(apx-risk)",1.4381685514728437,10
400,"StochOptForest
(apx-risk)",1.2650527596278467,10
400,"StochOptForest
(apx-risk)",1.2668210553608283,10
400,"StochOptForest
(apx-risk)",1.1683645881973779,10
400,"StochOptForest
(apx-risk)",1.2353721644612143,10
400,"StochOptForest
(apx-risk)",1.1332121556826709,10
400,"StochOptForest
(apx-risk)",1.2140152495400554,10
400,"StochOptForest
(apx-risk)",1.1072708163186513,10
400,"StochOptForest
(apx-risk)",1.1104303613953135,10
400,"StochOptForest
(apx-risk)",1.2658055252524232,10
400,"StochOptForest
(apx-risk)",1.2906585823666337,10
400,"StochOptForest
(apx-risk)",1.914622602636361,10
400,"StochOptForest
(apx-risk)",1.1533019779139104,10
400,"StochOptForest
(apx-risk)",1.091938922477521,10
400,"StochOptForest
(apx-risk)",1.1709610653184181,10
400,"StochOptForest
(apx-risk)",1.2759565892815452,10
400,"StochOptForest
(apx-risk)",1.2925713016910692,10
400,"StochOptForest
(apx-risk)",1.123080712719412,10
400,"StochOptForest
(apx-risk)",1.4912458071502779,10
400,"StochOptForest
(apx-risk)",1.1391092104636538,10
400,"StochOptForest
(apx-risk)",1.2703899954563564,10
400,"StochOptForest
(apx-risk)",1.1427216088094134,10
400,"StochOptForest
(apx-risk)",1.1189199825445415,10
400,"StochOptForest
(apx-risk)",1.2881901632867632,10
400,"StochOptForest
(apx-risk)",1.226437550172446,10
400,"StochOptForest
(apx-risk)",1.2663880514575208,10
400,"StochOptForest
(apx-risk)",1.204971540067793,10
400,"StochOptForest
(apx-risk)",1.9964641602266036,10
400,"StochOptForest
(apx-risk)",1.1664331167001898,10
400,"StochOptForest
(apx-risk)",1.1769724914671107,10
400,"StochOptForest
(apx-risk)",1.1726080093924247,10
400,"StochOptForest
(apx-risk)",1.1626380744294624,10
400,"StochOptForest
(apx-risk)",1.7187126143464615,10
400,"StochOptForest
(apx-risk)",1.3518970968891453,10
400,"StochOptForest
(apx-risk)",1.2303381567289788,10
400,"StochOptForest
(apx-risk)",1.550468330617738,10
400,"StochOptForest
(apx-risk)",1.2228462154989088,10
400,"StochOptForest
(apx-risk)",1.747187392265042,10
400,"StochOptForest
(apx-risk)",1.1430970438161394,10
400,"StochOptForest
(apx-risk)",1.1585744095070574,10
400,"StochOptForest
(apx-risk)",1.1208352614842771,10
400,"StochOptForest
(apx-risk)",1.0753694386466033,10
400,"StochOptForest
(apx-risk)",1.2511601920239632,10
400,"StochOptForest
(apx-risk)",1.2816474702275689,10
400,"StochOptForest
(apx-risk)",1.1597686838791124,10
400,"StochOptForest
(apx-risk)",1.1601105619054077,10
400,RandForest,1.182729302107548,10
400,RandForest,1.3635905445981844,10
400,RandForest,1.225174417875803,10
400,RandForest,1.2891936298631068,10
400,RandForest,1.5154844902189037,10
400,RandForest,1.287065992343952,10
400,RandForest,1.2192686716291208,10
400,RandForest,1.2272037069343198,10
400,RandForest,1.2475189373323838,10
400,RandForest,1.194461593739726,10
400,RandForest,1.2834128151932127,10
400,RandForest,1.1690174843128833,10
400,RandForest,1.184295222950521,10
400,RandForest,1.3727298339017246,10
400,RandForest,1.478248503604141,10
400,RandForest,2.0739280713988477,10
400,RandForest,1.395699268926421,10
400,RandForest,1.1520357950805282,10
400,RandForest,1.4228918617028812,10
400,RandForest,1.350837007788202,10
400,RandForest,1.3155742176242604,10
400,RandForest,1.2077353461422629,10
400,RandForest,1.5634759117174866,10
400,RandForest,1.321230271346483,10
400,RandForest,1.295815861389557,10
400,RandForest,1.2049290428150352,10
400,RandForest,1.1485859438300523,10
400,RandForest,1.3424367661469985,10
400,RandForest,1.2617197161034275,10
400,RandForest,1.3117641818398764,10
400,RandForest,1.2238272938111425,10
400,RandForest,2.2578112722531385,10
400,RandForest,1.2064377888985083,10
400,RandForest,1.2489893221646224,10
400,RandForest,1.327991250065712,10
400,RandForest,1.3807709467943912,10
400,RandForest,1.8526217405522396,10
400,RandForest,1.4471400083726156,10
400,RandForest,1.27814643985055,10
400,RandForest,1.758836746237466,10
400,RandForest,1.2743935985982293,10
400,RandForest,2.0989867707624015,10
400,RandForest,1.2082739276233105,10
400,RandForest,1.2648206740929306,10
400,RandForest,1.2549083354191768,10
400,RandForest,1.1784217756716855,10
400,RandForest,1.2741412696017904,10
400,RandForest,1.3443534922387657,10
400,RandForest,1.2579668776345643,10
400,RandForest,1.1979817297892748,10
400,GenRandForest,1.2012885360546066,10
400,GenRandForest,1.3255145166681457,10
400,GenRandForest,1.1927454337935122,10
400,GenRandForest,1.2372029216099436,10
400,GenRandForest,1.5114359740417707,10
400,GenRandForest,1.3027721690811038,10
400,GenRandForest,1.302101644894277,10
400,GenRandForest,1.2002318084387866,10
400,GenRandForest,1.2564633866609343,10
400,GenRandForest,1.185846820918729,10
400,GenRandForest,1.320958183361781,10
400,GenRandForest,1.178087357565429,10
400,GenRandForest,1.2116013402335886,10
400,GenRandForest,1.3229634349883246,10
400,GenRandForest,1.5847878226614642,10
400,GenRandForest,2.033396909015498,10
400,GenRandForest,1.480152765801695,10
400,GenRandForest,1.2357877470101133,10
400,GenRandForest,1.265283838497409,10
400,GenRandForest,1.3240598047113348,10
400,GenRandForest,1.431790091484236,10
400,GenRandForest,1.1839321014845923,10
400,GenRandForest,1.5112921863384166,10
400,GenRandForest,1.196644136803341,10
400,GenRandForest,1.3066798542669515,10
400,GenRandForest,1.2368810460437727,10
400,GenRandForest,1.1829213528718223,10
400,GenRandForest,1.3540282623754105,10
400,GenRandForest,1.2899296331193777,10
400,GenRandForest,1.376958820360545,10
400,GenRandForest,1.2511865782720006,10
400,GenRandForest,2.2590322695977902,10
400,GenRandForest,1.2680640724109689,10
400,GenRandForest,1.2283741478905907,10
400,GenRandForest,1.2737710364191235,10
400,GenRandForest,1.2502809139212983,10
400,GenRandForest,1.781398810315367,10
400,GenRandForest,1.4761103349691207,10
400,GenRandForest,1.290342144404659,10
400,GenRandForest,1.699490466977302,10
400,GenRandForest,1.2993459904516245,10
400,GenRandForest,2.1076285124673335,10
400,GenRandForest,1.1837754675234349,10
400,GenRandForest,1.2316661640460693,10
400,GenRandForest,1.151019225968579,10
400,GenRandForest,1.1321951039926974,10
400,GenRandForest,1.3565076975946002,10
400,GenRandForest,1.3557556634735755,10
400,GenRandForest,1.261261401054019,10
400,GenRandForest,1.2257865699111155,10
400,"StochOptForest
(oracle)",1.097071399097938,10
400,"StochOptForest
(oracle)",1.2452636485662396,10
400,"StochOptForest
(oracle)",1.1746767290408613,10
400,"StochOptForest
(oracle)",1.1421588488958456,10
400,"StochOptForest
(oracle)",1.4311156937525997,10
400,"StochOptForest
(oracle)",1.2493643845469387,10
400,"StochOptForest
(oracle)",1.2048227468434998,10
400,"StochOptForest
(oracle)",1.1744111871517178,10
400,"StochOptForest
(oracle)",1.2379600520404606,10
400,"StochOptForest
(oracle)",1.1642456366697662,10
400,"StochOptForest
(oracle)",1.2045014899555977,10
400,"StochOptForest
(oracle)",1.0826890013978956,10
400,"StochOptForest
(oracle)",1.116064315769298,10
400,"StochOptForest
(oracle)",1.3145603944130564,10
400,"StochOptForest
(oracle)",1.251685797667849,10
400,"StochOptForest
(oracle)",1.914690061058235,10
400,"StochOptForest
(oracle)",1.1776507560018519,10
400,"StochOptForest
(oracle)",1.0705866702634224,10
400,"StochOptForest
(oracle)",1.150107951924774,10
400,"StochOptForest
(oracle)",1.3097437049267053,10
400,"StochOptForest
(oracle)",1.2779394070387446,10
400,"StochOptForest
(oracle)",1.1433530310777524,10
400,"StochOptForest
(oracle)",1.548437014273136,10
400,"StochOptForest
(oracle)",1.117062154453045,10
400,"StochOptForest
(oracle)",1.2270548638742302,10
400,"StochOptForest
(oracle)",1.1261259263888175,10
400,"StochOptForest
(oracle)",1.1056085873974315,10
400,"StochOptForest
(oracle)",1.2258022665722612,10
400,"StochOptForest
(oracle)",1.194460794930324,10
400,"StochOptForest
(oracle)",1.2071203281813008,10
400,"StochOptForest
(oracle)",1.1783996659075973,10
400,"StochOptForest
(oracle)",1.9890229174271714,10
400,"StochOptForest
(oracle)",1.1534010170525453,10
400,"StochOptForest
(oracle)",1.1833519356265412,10
400,"StochOptForest
(oracle)",1.1678927904483762,10
400,"StochOptForest
(oracle)",1.152169997535438,10
400,"StochOptForest
(oracle)",1.7259800947649468,10
400,"StochOptForest
(oracle)",1.357661712550992,10
400,"StochOptForest
(oracle)",1.243393878397927,10
400,"StochOptForest
(oracle)",1.546544950714107,10
400,"StochOptForest
(oracle)",1.2538392380503798,10
400,"StochOptForest
(oracle)",1.6215391934603864,10
400,"StochOptForest
(oracle)",1.1409112962758474,10
400,"StochOptForest
(oracle)",1.2281484459356773,10
400,"StochOptForest
(oracle)",1.140028759702545,10
400,"StochOptForest
(oracle)",1.0735539964606555,10
400,"StochOptForest
(oracle)",1.2592529924048026,10
400,"StochOptForest
(oracle)",1.2112705634966612,10
400,"StochOptForest
(oracle)",1.2066859968593655,10
400,"StochOptForest
(oracle)",1.1281509128946192,10
800,"StochOptForest
(apx-soln)",1.1667488972831195,10
800,"StochOptForest
(apx-soln)",1.0626045424805428,10
800,"StochOptForest
(apx-soln)",1.2400327592635605,10
800,"StochOptForest
(apx-soln)",1.176520964549399,10
800,"StochOptForest
(apx-soln)",1.0974292811877508,10
800,"StochOptForest
(apx-soln)",1.070480516504682,10
800,"StochOptForest
(apx-soln)",1.0566115429350018,10
800,"StochOptForest
(apx-soln)",1.1354918266554066,10
800,"StochOptForest
(apx-soln)",1.112370401885594,10
800,"StochOptForest
(apx-soln)",1.325376509307801,10
800,"StochOptForest
(apx-soln)",1.4761323987952188,10
800,"StochOptForest
(apx-soln)",1.3314476335049161,10
800,"StochOptForest
(apx-soln)",1.1365873999754152,10
800,"StochOptForest
(apx-soln)",1.7635045283937336,10
800,"StochOptForest
(apx-soln)",1.1370633783916295,10
800,"StochOptForest
(apx-soln)",1.1434263455119176,10
800,"StochOptForest
(apx-soln)",1.0683699164189093,10
800,"StochOptForest
(apx-soln)",1.0593503593507247,10
800,"StochOptForest
(apx-soln)",1.1092674757313663,10
800,"StochOptForest
(apx-soln)",1.0535201155522573,10
800,"StochOptForest
(apx-soln)",1.3289076450854396,10
800,"StochOptForest
(apx-soln)",1.2102759891309742,10
800,"StochOptForest
(apx-soln)",1.0936289815561702,10
800,"StochOptForest
(apx-soln)",1.2575142114210183,10
800,"StochOptForest
(apx-soln)",1.138485860347003,10
800,"StochOptForest
(apx-soln)",1.1168196762019196,10
800,"StochOptForest
(apx-soln)",1.2239435537477903,10
800,"StochOptForest
(apx-soln)",1.1874864050621496,10
800,"StochOptForest
(apx-soln)",1.343647056363966,10
800,"StochOptForest
(apx-soln)",1.2093441248308379,10
800,"StochOptForest
(apx-soln)",1.5654468967886892,10
800,"StochOptForest
(apx-soln)",1.2127782464832333,10
800,"StochOptForest
(apx-soln)",1.096746303310385,10
800,"StochOptForest
(apx-soln)",1.4838477864460324,10
800,"StochOptForest
(apx-soln)",1.2641105998213065,10
800,"StochOptForest
(apx-soln)",1.3425414107412774,10
800,"StochOptForest
(apx-soln)",1.1443978452862063,10
800,"StochOptForest
(apx-soln)",1.0696136302760422,10
800,"StochOptForest
(apx-soln)",1.0885155446595842,10
800,"StochOptForest
(apx-soln)",1.102485376842766,10
800,"StochOptForest
(apx-soln)",1.0841381009424282,10
800,"StochOptForest
(apx-soln)",1.1506585020092563,10
800,"StochOptForest
(apx-soln)",1.199071913026166,10
800,"StochOptForest
(apx-soln)",1.0960313864707572,10
800,"StochOptForest
(apx-soln)",1.4065660734738605,10
800,"StochOptForest
(apx-soln)",1.0691325525282687,10
800,"StochOptForest
(apx-soln)",1.088402698962986,10
800,"StochOptForest
(apx-soln)",1.0839359502700128,10
800,"StochOptForest
(apx-soln)",1.2755880789569072,10
800,"StochOptForest
(apx-soln)",1.1106645159195387,10
800,"StochOptForest
(apx-risk)",1.170841211383394,10
800,"StochOptForest
(apx-risk)",1.0795978171772778,10
800,"StochOptForest
(apx-risk)",1.2946357135160838,10
800,"StochOptForest
(apx-risk)",1.1839695468930178,10
800,"StochOptForest
(apx-risk)",1.104648322778406,10
800,"StochOptForest
(apx-risk)",1.0964368315869466,10
800,"StochOptForest
(apx-risk)",1.0735552317427393,10
800,"StochOptForest
(apx-risk)",1.1509779041149177,10
800,"StochOptForest
(apx-risk)",1.110687548424788,10
800,"StochOptForest
(apx-risk)",1.3088864997091683,10
800,"StochOptForest
(apx-risk)",1.478707125836492,10
800,"StochOptForest
(apx-risk)",1.3439500409067466,10
800,"StochOptForest
(apx-risk)",1.1243734743543135,10
800,"StochOptForest
(apx-risk)",1.7277466909912746,10
800,"StochOptForest
(apx-risk)",1.1413076593334281,10
800,"StochOptForest
(apx-risk)",1.1367943051412135,10
800,"StochOptForest
(apx-risk)",1.1023375212747821,10
800,"StochOptForest
(apx-risk)",1.1027027224200456,10
800,"StochOptForest
(apx-risk)",1.1214558812329767,10
800,"StochOptForest
(apx-risk)",1.0731590297317883,10
800,"StochOptForest
(apx-risk)",1.3082377941401544,10
800,"StochOptForest
(apx-risk)",1.2145233866728986,10
800,"StochOptForest
(apx-risk)",1.1277615986601366,10
800,"StochOptForest
(apx-risk)",1.2175406445555794,10
800,"StochOptForest
(apx-risk)",1.1450991049926127,10
800,"StochOptForest
(apx-risk)",1.1281433430001506,10
800,"StochOptForest
(apx-risk)",1.2032230743267038,10
800,"StochOptForest
(apx-risk)",1.1980827783305532,10
800,"StochOptForest
(apx-risk)",1.3918903556975442,10
800,"StochOptForest
(apx-risk)",1.200384869070103,10
800,"StochOptForest
(apx-risk)",1.5768118635076067,10
800,"StochOptForest
(apx-risk)",1.2093744041877161,10
800,"StochOptForest
(apx-risk)",1.0916448387762505,10
800,"StochOptForest
(apx-risk)",1.5259673002137315,10
800,"StochOptForest
(apx-risk)",1.2773223775864007,10
800,"StochOptForest
(apx-risk)",1.3628227755162134,10
800,"StochOptForest
(apx-risk)",1.1188056080880815,10
800,"StochOptForest
(apx-risk)",1.0875218374012618,10
800,"StochOptForest
(apx-risk)",1.0778938556174815,10
800,"StochOptForest
(apx-risk)",1.1166984259666055,10
800,"StochOptForest
(apx-risk)",1.1122635059476638,10
800,"StochOptForest
(apx-risk)",1.1441834620803761,10
800,"StochOptForest
(apx-risk)",1.166024560705101,10
800,"StochOptForest
(apx-risk)",1.1117980397706724,10
800,"StochOptForest
(apx-risk)",1.3920513782957658,10
800,"StochOptForest
(apx-risk)",1.0996681059759439,10
800,"StochOptForest
(apx-risk)",1.0960451527881008,10
800,"StochOptForest
(apx-risk)",1.0773889613593344,10
800,"StochOptForest
(apx-risk)",1.287188993509063,10
800,"StochOptForest
(apx-risk)",1.1092427339529207,10
800,RandForest,1.2304847102572642,10
800,RandForest,1.1359965006786588,10
800,RandForest,1.3453149110183835,10
800,RandForest,1.3004994054930168,10
800,RandForest,1.1468300737162405,10
800,RandForest,1.1516251107739441,10
800,RandForest,1.1723473216252949,10
800,RandForest,1.326769408488337,10
800,RandForest,1.2039378652067094,10
800,RandForest,1.473267512932015,10
800,RandForest,1.5108652870895876,10
800,RandForest,1.4146471627677069,10
800,RandForest,1.2352874221639036,10
800,RandForest,1.9424319688567786,10
800,RandForest,1.2199534087091015,10
800,RandForest,1.1835397963270038,10
800,RandForest,1.1352364901092304,10
800,RandForest,1.1502778353578336,10
800,RandForest,1.1783803754988935,10
800,RandForest,1.136911036000976,10
800,RandForest,1.469479601873847,10
800,RandForest,1.2660213084383845,10
800,RandForest,1.16579289661299,10
800,RandForest,1.302497695228541,10
800,RandForest,1.1913481509812265,10
800,RandForest,1.214726117106244,10
800,RandForest,1.245382891433733,10
800,RandForest,1.2356105022337176,10
800,RandForest,1.4930093996493146,10
800,RandForest,1.3916924860330733,10
800,RandForest,1.638794891158428,10
800,RandForest,1.2665888120333426,10
800,RandForest,1.1627992349206204,10
800,RandForest,1.5409200235166003,10
800,RandForest,1.2924260976435942,10
800,RandForest,1.469431811625348,10
800,RandForest,1.166864324228771,10
800,RandForest,1.1294834041700579,10
800,RandForest,1.162116096560992,10
800,RandForest,1.1496604731537328,10
800,RandForest,1.134476267349615,10
800,RandForest,1.3324325386870526,10
800,RandForest,1.3173088236935366,10
800,RandForest,1.187764570062034,10
800,RandForest,1.46580866103936,10
800,RandForest,1.1806541203975036,10
800,RandForest,1.1991070464738545,10
800,RandForest,1.2258803352866585,10
800,RandForest,1.5555952516305442,10
800,RandForest,1.1727633223558118,10
800,GenRandForest,1.2453838535668222,10
800,GenRandForest,1.1313388302157878,10
800,GenRandForest,1.3941802876585156,10
800,GenRandForest,1.321803383705325,10
800,GenRandForest,1.1323054019022079,10
800,GenRandForest,1.1505237734573708,10
800,GenRandForest,1.1474812989778314,10
800,GenRandForest,1.3211994336552348,10
800,GenRandForest,1.165486190888236,10
800,GenRandForest,1.4674485343280326,10
800,GenRandForest,1.5000599242948445,10
800,GenRandForest,1.4500426555863375,10
800,GenRandForest,1.1935119343316527,10
800,GenRandForest,1.947618306274219,10
800,GenRandForest,1.2157655529764781,10
800,GenRandForest,1.2360926335687195,10
800,GenRandForest,1.1256366701061677,10
800,GenRandForest,1.1721333329214905,10
800,GenRandForest,1.142467469586585,10
800,GenRandForest,1.0984169718900243,10
800,GenRandForest,1.44606757715133,10
800,GenRandForest,1.2586482088839084,10
800,GenRandForest,1.1298044982729576,10
800,GenRandForest,1.272615310580783,10
800,GenRandForest,1.1501873149354862,10
800,GenRandForest,1.1826489944385006,10
800,GenRandForest,1.2438245833946358,10
800,GenRandForest,1.2448682965481477,10
800,GenRandForest,1.567790957646718,10
800,GenRandForest,1.2934434105430288,10
800,GenRandForest,1.6576871367457948,10
800,GenRandForest,1.2606281562269217,10
800,GenRandForest,1.1308525519848054,10
800,GenRandForest,1.561133434864962,10
800,GenRandForest,1.3309583290707805,10
800,GenRandForest,1.4890105393028747,10
800,GenRandForest,1.1744610543021425,10
800,GenRandForest,1.1254496257465745,10
800,GenRandForest,1.1851366448656402,10
800,GenRandForest,1.183538016824489,10
800,GenRandForest,1.1362752447756008,10
800,GenRandForest,1.2907173171347741,10
800,GenRandForest,1.2206513670697943,10
800,GenRandForest,1.23679567632639,10
800,GenRandForest,1.4294303911073385,10
800,GenRandForest,1.1470675673145603,10
800,GenRandForest,1.1476004244679445,10
800,GenRandForest,1.1380381474642292,10
800,GenRandForest,1.4342336779424603,10
800,GenRandForest,1.1728060671766256,10
800,"StochOptForest
(oracle)",1.1521759443178865,10
800,"StochOptForest
(oracle)",1.068467299276281,10
800,"StochOptForest
(oracle)",1.2024955235374752,10
800,"StochOptForest
(oracle)",1.1931777514107809,10
800,"StochOptForest
(oracle)",1.1017429382002628,10
800,"StochOptForest
(oracle)",1.0969378449980214,10
800,"StochOptForest
(oracle)",1.0653532557709755,10
800,"StochOptForest
(oracle)",1.1117489962831917,10
800,"StochOptForest
(oracle)",1.1323603868976388,10
800,"StochOptForest
(oracle)",1.3597041714544555,10
800,"StochOptForest
(oracle)",1.470280203625049,10
800,"StochOptForest
(oracle)",1.3724320411492072,10
800,"StochOptForest
(oracle)",1.1322142331617102,10
800,"StochOptForest
(oracle)",1.7589671435100827,10
800,"StochOptForest
(oracle)",1.1075076741339767,10
800,"StochOptForest
(oracle)",1.1596209637214292,10
800,"StochOptForest
(oracle)",1.0823519061494407,10
800,"StochOptForest
(oracle)",1.074516687201084,10
800,"StochOptForest
(oracle)",1.1418660133429184,10
800,"StochOptForest
(oracle)",1.0629819718378097,10
800,"StochOptForest
(oracle)",1.294088873683476,10
800,"StochOptForest
(oracle)",1.2220806376827387,10
800,"StochOptForest
(oracle)",1.084958607649324,10
800,"StochOptForest
(oracle)",1.2773155422079971,10
800,"StochOptForest
(oracle)",1.1784413479462437,10
800,"StochOptForest
(oracle)",1.1385858337928254,10
800,"StochOptForest
(oracle)",1.1680057233969952,10
800,"StochOptForest
(oracle)",1.1648718576201362,10
800,"StochOptForest
(oracle)",1.3653864320618758,10
800,"StochOptForest
(oracle)",1.2009916942879442,10
800,"StochOptForest
(oracle)",1.5676423853813397,10
800,"StochOptForest
(oracle)",1.2099261574734057,10
800,"StochOptForest
(oracle)",1.0966428356078999,10
800,"StochOptForest
(oracle)",1.326195748765702,10
800,"StochOptForest
(oracle)",1.1838962682556646,10
800,"StochOptForest
(oracle)",1.3673604398458838,10
800,"StochOptForest
(oracle)",1.1319881429750038,10
800,"StochOptForest
(oracle)",1.0838097498940904,10
800,"StochOptForest
(oracle)",1.0798577643929184,10
800,"StochOptForest
(oracle)",1.1163684750526734,10
800,"StochOptForest
(oracle)",1.0770203879017997,10
800,"StochOptForest
(oracle)",1.261325829880695,10
800,"StochOptForest
(oracle)",1.2146364066375603,10
800,"StochOptForest
(oracle)",1.0819549860681859,10
800,"StochOptForest
(oracle)",1.4163304141553759,10
800,"StochOptForest
(oracle)",1.083245927856164,10
800,"StochOptForest
(oracle)",1.1193930646766521,10
800,"StochOptForest
(oracle)",1.1220865628706853,10
800,"StochOptForest
(oracle)",1.3620339146435594,10
800,"StochOptForest
(oracle)",1.1239092583973593,10
